TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES"
"Bulk Glass Eye Charms","51 Pendants

This is a custom order so message me and I will adjust the listing to the amount of white, brown and black knives.

$4 a charm for 150+
$5 a charm fore 100+
$6 a charm for 50 +
$7 a charm for 1-50",306,USD,1,"Accessories,Charm,realistic,pendant,eyes,eye,blue,bulk,glass_eye,miniature,charm,astrology,wholesale",,https://img0.etsystatic.com/130/0/6265082/il_fullxfull.866604458_aqdr.jpg,,,,
"Bulk Crescent Moon Pendants","51 Crescent Moon Pendants

This is a custom order so message me and I will adjust the listing to the amount of white, brown and black knives.

$4 a charm for 150+
$5 a charm fore 100+
$6 a charm for 50 +
$7 a charm for 1-50",306,USD,1,"Accessories,Charm,astrology,wholesale,necklace,silver,pendant,cycle,moon,bulk,jewelry,charm,jewellery,supplies,charms",,https://img1.etsystatic.com/103/0/6265082/il_fullxfull.866365125_z7tm.jpg,,,,
"Bulk Mini Brass Knuckles","51 Mini brass knuckle charms

This is a custom order so message me and I will adjust the listing to the amount of white, brown and black knives.

$4 A charm for 150+
$5 a charm for 100+
$6 a charm for 50 +
$7 a charm for 1-50",306,USD,1,"Accessories,Charm,tough,charm,jewelry,toy,weapon,knuckle,knuckles,brass,miniature,mini,wholesale,bulk",,https://img0.etsystatic.com/115/0/6265082/il_fullxfull.866580908_qar1.jpg,,,,
"Bulk Mini Knives","51 brown knives

This is a custom order so message me and I will adjust the listing to the amount of white, brown and black knives.

$4 a knife for 150+
$5 a knife fore 100+
$6 a knife for 50 +
$7 a knife for 1-50",306,USD,9,"Jewelry,Necklace,charm,folding,switch_blades,bulk,wholesale,mini,knives,blade,pocket,miniature,jewelry,knife,switch",,https://img0.etsystatic.com/037/2/6265082/il_fullxfull.529816600_otz2.jpg,https://img1.etsystatic.com/021/0/6265082/il_fullxfull.493023593_dhsn.jpg,,,
